Train data: data/Train3.txt
Max epochs: 10000
Execution time: 6.645
Test data: data/Test3.txt
Network{LEARNING_RATE=1.0, nInputNodes=4, nHiddenLayers=2, hiddenLayersSizes=[]}
Real value: 2754.26 | Predicted value: 2614.401766999605
Real value: 2537.26 | Predicted value: 2384.6696780994944
Real value: 5426.81 | Predicted value: 5431.910244576883
Real value: 5867.76 | Predicted value: 5794.078389492436
Real value: 5545.11 | Predicted value: 5463.393774147307
Real value: 2871.29 | Predicted value: 2699.5532017262967
Real value: 4333.94 | Predicted value: 4082.9012374268477
Real value: 5566.34 | Predicted value: 5588.287733047949
Real value: 3762.95 | Predicted value: 3564.7894216872896
Real value: 2316.5 | Predicted value: 2306.2447226855784
Real value: 3451.51 | Predicted value: 3228.2563426709235
Real value: 5841.71 | Predicted value: 5833.604733092773
Real value: 6355.79 | Predicted value: 6126.275506873968
Real value: 4379.76 | Predicted value: 4263.324124651178
Real value: 3818.88 | Predicted value: 3580.042521902099
Real value: 2498.69 | Predicted value: 2394.2888904161287
Real value: 3813.6899999999996 | Predicted value: 3575.349385863402
Real value: 6547.15 | Predicted value: 6247.034970150939
Real value: 6106.92 | Predicted value: 6038.6991148153875
Real value: 2718.5 | Predicted value: 2551.4390264772283
Real value: 4117.9 | Predicted value: 3707.5666957399435
Real value: 4260.63 | Predicted value: 4150.482324671248
Real value: 5724.7 | Predicted value: 5622.371159547427
Real value: 4567.91 | Predicted value: 4395.102612545716
Real value: 2445.67 | Predicted value: 2357.6805515611504
Real value: 1704.59 | Predicted value: 2038.956604133943
Real value: 3756.2799999999997 | Predicted value: 3500.929864318374
Real value: 6235.34 | Predicted value: 6112.937464349207
Real value: 1808.24 | Predicted value: 2128.4623689965774
Real value: 3232.65 | Predicted value: 2973.5959367352425
Real value: 4151.46 | Predicted value: 4030.3300594772163
Real value: 3788.2799999999997 | Predicted value: 3618.212865898102
Real value: 1916.21 | Predicted value: 2095.412865879055
Real value: 5038.520000000001 | Predicted value: 5068.412119124217
Real value: 2971.63 | Predicted value: 2737.4786897215963
Real value: 2020.14 | Predicted value: 2154.7780849921514
Real value: 2932.27 | Predicted value: 2770.39111119096
Real value: 6351.92 | Predicted value: 6141.470556049197
Real value: 3302.26 | Predicted value: 3054.0704529732734
Real value: 3160.3500000000004 | Predicted value: 2919.7239405302553
Real value: 6052.62 | Predicted value: 5996.42416789386
Real value: 5669.320000000001 | Predicted value: 5716.348054736251
Real value: 7004.26 | Predicted value: 6475.189880173611
Real value: 4212.27 | Predicted value: 4136.1607637944235
Real value: 2633.21 | Predicted value: 2537.607573730445
Real value: 6432.8 | Predicted value: 6196.480450658697
Real value: 2781.02 | Predicted value: 2587.263017594969
Real value: 3479.58 | Predicted value: 3232.748999761704
Real value: 5098.97 | Predicted value: 5188.433992706613
Real value: 2614.44 | Predicted value: 2398.2724437059155
Real value: 5899.36 | Predicted value: 5865.845955972804
Real value: 3827.62 | Predicted value: 3641.5107997785544
Real value: 6533.29 | Predicted value: 6273.332877567274
Real value: 3860.6399999999994 | Predicted value: 3660.604716145168
Real value: 6180.53 | Predicted value: 6017.897522113315
Real value: 2215.72 | Predicted value: 2258.9601687619775
Real value: 5645.89 | Predicted value: 5437.795678920027
Real value: 3630.9799999999996 | Predicted value: 3138.675488410282
Real value: 4902.93 | Predicted value: 4890.297072747591
Real value: 5791.08 | Predicted value: 5718.711125136074
Real value: 3178.81 | Predicted value: 2942.9025728627475
Real value: 5267.49 | Predicted value: 5104.500388723792
Real value: 4157.42 | Predicted value: 4059.3216274502083
Real value: 4980.6 | Predicted value: 4861.16024551543
Real value: 3079.6 | Predicted value: 2848.9815262693974
Real value: 6756.95 | Predicted value: 6376.667046307214
Error rate: 3.238572485393279
