Train data: data/Train1.txt
Max epochs: 100000
Execution time: 56.564
Test data: data/Test1.txt
Network{LEARNING_RATE=0.5, nInputNodes=4, nHiddenLayers=2, hiddenLayersSizes=[3, 3]}
Real value: 4720.58 | Predicted value: 4934.412965882251
Real value: 5183.31 | Predicted value: 5092.241105709343
Real value: 2686.52 | Predicted value: 2678.3347025237777
Real value: 5823.6 | Predicted value: 5834.730476579063
Real value: 3998.5 | Predicted value: 3980.0012158454983
Real value: 4029.4 | Predicted value: 4071.346062554906
Real value: 3737.94 | Predicted value: 3784.394043345116
Real value: 3012.15 | Predicted value: 3038.43278496544
Real value: 2597.17 | Predicted value: 2559.1566885803613
Real value: 5374.17 | Predicted value: 5318.87581553339
Real value: 3934.4 | Predicted value: 3982.745047974445
Real value: 2055.79 | Predicted value: 2056.954934325563
Real value: 2541.98 | Predicted value: 2477.531336926557
Real value: 4469.14 | Predicted value: 4401.313977383663
Real value: 2757.12 | Predicted value: 2725.160240748687
Real value: 7094.76 | Predicted value: 6805.308135644069
Real value: 2726.64 | Predicted value: 2703.1784534333656
Real value: 2359.34 | Predicted value: 2299.6854853756186
Real value: 5518.44 | Predicted value: 5460.58611251511
Real value: 3927.28 | Predicted value: 3928.6084405703095
Real value: 2494.59 | Predicted value: 2453.610845969874
Real value: 5707.359999999999 | Predicted value: 5758.77609380301
Real value: 1996.27 | Predicted value: 2021.5035395553837
Real value: 6913.55 | Predicted value: 6732.2467850989715
Real value: 5213.25 | Predicted value: 5170.2111146839725
Real value: 5044.97 | Predicted value: 5050.416291561615
Real value: 2637.73 | Predicted value: 2570.7424709912348
Real value: 5919.28 | Predicted value: 5933.282903058504
Real value: 5353.22 | Predicted value: 5308.186204899499
Real value: 4703.02 | Predicted value: 4697.824011217999
Real value: 3897.86 | Predicted value: 3911.282223064404
Real value: 1849.71 | Predicted value: 1928.9503073036485
Real value: 6682.03 | Predicted value: 6605.24591402315
Real value: 2863.83 | Predicted value: 2863.660661632156
Real value: 5497.43 | Predicted value: 5516.91078990285
Real value: 4346.1900000000005 | Predicted value: 4322.062552646095
Real value: 2120.8 | Predicted value: 2111.7753884356566
Real value: 1851.07 | Predicted value: 1916.2555585032894
Real value: 3065.99 | Predicted value: 3178.7784330137165
Real value: 5727.92 | Predicted value: 5763.128727328453
Real value: 4265.8 | Predicted value: 4293.915515509421
Real value: 3124.13 | Predicted value: 3165.846409646703
Real value: 3422.18 | Predicted value: 3421.6288731735135
Real value: 4899.39 | Predicted value: 4820.44640169677
Real value: 5356.86 | Predicted value: 5346.030264918505
Real value: 7261.37 | Predicted value: 6859.315045511634
Real value: 4147.68 | Predicted value: 4152.426134751049
Error rate: 0.998680451324677
